target_name,r2,rmse,mse
mlp_S_SKL,tphl,val,0.9996754255715159,0.01804582762444334,0.00032565189465112243
mlp_S_SKL,tphl,test,0.9996568242502238,0.01864515971001046,0.00034764198061179737
mlp_S_SKL,tplh,val,0.9992730086252184,0.026609033490751256,0.000708040663311922
mlp_S_SKL,tplh,test,0.9992687983939565,0.027004031564189256,0.0007292177207197297
mlp_S_SKL,corrent,val,0.9981770230257411,0.042668640276935066,0.0018206128630824856
mlp_S_SKL,corrent,test,0.9981936869983989,0.04258214838798361,0.0018132393613362553
mlp_M_SKL,all,val,0.9986436370559426,0.03502012522018573,0.001348017280905507
mlp_M_SKL,all,test,0.9986319413767003,0.0354252556631117,0.0013732150212694774
mlp_S_K,tphl,val,0.9999046738356174,0.009779704071700748,9.564261173004018e-05
mlp_S_K,tplh,val,0.9990930815246136,0.029719985665014576,0.0008832775479286719
mlp_S_K,corrent,val,0.9965079699833803,0.05905507098568015,0.003487501409123721
mlp_M_K,all,val,0.9974239468574524,0.049645084887742996,0.0025575722102075815
